sandstormCrossBonus,L1
strongMediumTeleop,Neither
fillChoiceTeleop,Cargo
cargoSuccessTeleop,Low
contrubution,Weak
functional,No
lowRocketSuccessTeleop,N/A
startingHatch,Hab I
size,Small
hiRocketSuccessTeleop,N/A
speed,slow
strategy,
match,match-31
fillChoice,None
endingHab,L1
teamDBRef,team-1702
strongMedium,Neither
sandstormCross,L1
