sandstormCrossBonus,L2
strongMediumTeleop,Neither
fillChoiceTeleop,None
cargoSuccessTeleop,N/A
contrubution,IDK
functional,No
lowRocketSuccessTeleop,N/A
startingHatch,Hab II
size,IDK
speed,Medium
hiRocketSuccessTeleop,N/A
strategy,Blocking/raming
match,match-24
fillChoice,None
endingHab,None
teamDBRef,team-4748
strongMedium,Neither
sandstormCross,L2
