sandstormRocketCargoFailure,teleOpRocketCargoSuccess,strongMediumTeleop,sandstormRocketHatchSuccess,teleOpCargoShipHatchFailure,jouGPhPF0qME5wNIbd86MzYFsGw2,size,sandstormRocketCargoSuccess,speed,strategy,teamDBRef,sandstormCross,sandstormCrossBonus,teleOpCargoShipHatchSuccess,teleOpRocketHatchSuccess,sandstormCargoShipCargoFailure,lowRocketSuccessTeleop,teleOpRocketHatchFailure,teleOpRocketCargoFailure,cargoSuccessTeleop,sandstormCargoShipHatchSuccess,mf0oyBolLjZgC9wALSwSb6IvE0T2,teleOpCargoShipCargoSuccess,functional,fillChoice,sandstormCargoShipCargoSuccess,strongMedium,teleOpCargoShipCargoFailure,sandstormRocketHatchFailure,sandstormCargoShipHatchFailure,fillChoiceTeleop,contrubution,HABClimb,hiRocketSuccessTeleop,match,endingHab,startingHatch
,,,,,"{'contribution': 'Weak', 'notes': 'never moved', 'fillChoice': '', 'strategy': 'never moved', 'cargoSuccessTeleop': '', 'strongMedium': 'Neither', 'teamDBRef': 'team-6823', 'hiRocketSuccessTeleop': '', 'speed': '', 'match': 'match-13', 'size': 'Large', 'fillChoiceTeleop': '', 'strongMediumTeleop': '', 'endingHab': 'None', 'functional': 'No', 'startingHatch': 'Hab I', 'lowRocketSuccessTeleop': ''}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ball,,,,Large,,Medium,,team-6823,L1,L1,,,,N/A,,,High,,"{'notes': '', 'contribution': 'Equal', 'fillChoice': 'Cargo', 'strategy': '', 'strongMedium': 'Ball', 'cargoSuccessTeleop': 'High', 'teamDBRef': 'team-6823', 'speed': 'Medium', 'hiRocketSuccessTeleop': 'Low', 'size': 'Large', 'match': 'match-30', 'fillChoiceTeleop': 'Cargo', 'strongMediumTeleop': 'Ball', 'endingHab': '', 'functional': 'Yes', 'lowRocketSuccessTeleop': 'Low', 'startingHatch': 'Hab II'}",,Sorta,Cargo,,Neither,,,,Cargo,Equal,,N/A,match-30,L1,Hab I
0,0,,0,0,,,0,Fast,,team-6823,None,,2,0,0,,0,0,,0,,0,,,0,,0,0,0,,,L1,,match-9,,
