sandstormCrossBonus,strongMediumTeleop,fillChoiceTeleop,cargoSuccessTeleop,contrubution,functional,lowRocketSuccessTeleop,startingHatch,size,speed,hiRocketSuccessTeleop,strategy,match,fillChoice,endingHab,teamDBRef,strongMedium,sandstormCross
L2,Neither,None,N/A,IDK,No,N/A,Hab II,IDK,Medium,N/A,Blocking/raming,match-24,None,None,team-4748,Neither,L2
