sandstormCrossBonus,gmkR7hN4D1fQguey5X5V48d3PhO2,strongMediumTeleop,fillChoiceTeleop,cargoSuccessTeleop,contrubution,functional,lowRocketSuccessTeleop,startingHatch,nTG6cThsi9TB9mTkcwuo5bKEo9B3,size,speed,hiRocketSuccessTeleop,strategy,match,fillChoice,endingHab,teamDBRef,strongMedium,sandstormCross
,"{'notes': 'dud bot can’t complete objectives ', 'contribution': '', 'fillChoice': '', 'strategy': 'defense only', 'strongMedium': 'Neither', 'cargoSuccessTeleop': '', 'teamDBRef': 'team-7560', 'speed': 'Fast', 'hiRocketSuccessTeleop': '', 'size': 'Small', 'match': 'match-17', 'fillChoiceTeleop': 'Low Rocket', 'strongMediumTeleop': '', 'endingHab': 'None', 'functional': '', 'lowRocketSuccessTeleop': '', 'startingHatch': 'Hab I'}",,,,,,,,,,,,,,,,,,
,,,,,,,,,"{'notes': 'i think it got stuck on the habitat ', 'contribution': 'Weak', 'fillChoice': '', 'strategy': '', 'strongMedium': '', 'cargoSuccessTeleop': '', 'teamDBRef': 'team-7560', 'speed': '', 'hiRocketSuccessTeleop': '', 'size': 'Small', 'match': 'match-27', 'fillChoiceTeleop': '', 'strongMediumTeleop': '', 'endingHab': 'Hab 2', 'functional': 'Sorta', 'lowRocketSuccessTeleop': '', 'startingHatch': 'Hab II'}",,,,,,,,,,
None,,Neither,None,N/A,Weak,Yes,N/A,Hab I,,IDK,slow,N/A,None,match-50,None,None,team-7560,Neither,None
