sandstormCrossBonus,9fv7QhcLPsfU59sRrPq7LcJlD8J3,strongMediumTeleop,fillChoiceTeleop,cargoSuccessTeleop,contrubution,functional,lowRocketSuccessTeleop,startingHatch,size,hiRocketSuccessTeleop,speed,strategy,match,fillChoice,endingHab,teamDBRef,strongMedium,sandstormCross
,"{'contribution': '', 'notes': '', 'fillChoice': 'High Rocket', 'strategy': 'place high hatches. except- it’s very inaccurate. has the reach, though ', 'cargoSuccessTeleop': '', 'strongMedium': 'Hatch', 'teamDBRef': 'team-1736', 'hiRocketSuccessTeleop': 'Low', 'speed': '', 'match': 'match-14', 'size': '', 'fillChoiceTeleop': 'High Rocket', 'strongMediumTeleop': '', 'endingHab': '', 'functional': 'Yes', 'startingHatch': 'Hab II', 'lowRocketSuccessTeleop': ''}",,,,,,,,,,,,,,,,,
L2,,Ball,Cargo,Low,Equal,No,N/A,Hab II,Medium,N/A,Medium,"Hatches, then balls",match-27,Cargo,None,team-1736,Neither,L2
