gmkR7hN4D1fQguey5X5V48d3PhO2,strongMediumTeleop,nTG6cThsi9TB9mTkcwuo5bKEo9B3,jouGPhPF0qME5wNIbd86MzYFsGw2,size,speed,strategy,teamDBRef,sandstormCross,sandstormCrossBonus,lowRocketSuccessTeleop,klQQqapPjwO3jnpN8Dieequh3OI3,cargoSuccessTeleop,functional,fillChoice,strongMedium,fillChoiceTeleop,contrubution,hiRocketSuccessTeleop,match,endingHab,startingHatch
"{'notes': 'dud, malfunction', 'contribution': 'Weak', 'fillChoice': '', 'strategy': '', 'strongMedium': '', 'cargoSuccessTeleop': '', 'teamDBRef': 'team-4645', 'speed': '', 'hiRocketSuccessTeleop': '', 'match': 'match-18', 'size': '', 'fillChoiceTeleop': '', 'strongMediumTeleop': '', 'endingHab': '', 'functional': '', 'lowRocketSuccessTeleop': '', 'startingHatch': ''}",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"{'contribution': 'Weak', 'notes': '', 'fillChoice': '', 'strategy': '', 'cargoSuccessTeleop': '', 'strongMedium': 'Neither', 'teamDBRef': 'team-4645', 'hiRocketSuccessTeleop': '', 'speed': 'Slow', 'match': 'match-26', 'size': 'Medium', 'fillChoiceTeleop': 'Low Rocket', 'strongMediumTeleop': '', 'endingHab': 'None', 'functional': 'No', 'lowRocketSuccessTeleop': 'N/A', 'startingHatch': 'Hab I'}",,,,,,,,,,
,,"{'contribution': 'Weak', 'notes': '', 'fillChoice': '', 'strategy': 'tried to pin opponent i think.', 'strongMedium': '', 'cargoSuccessTeleop': '', 'teamDBRef': 'team-4645', 'hiRocketSuccessTeleop': '', 'speed': 'Slow', 'match': 'match-34', 'size': 'Medium', 'fillChoiceTeleop': '', 'strongMediumTeleop': '', 'endingHab': 'Hab 1', 'functional': 'Yes', 'lowRocketSuccessTeleop': '', 'startingHatch': 'Hab I'}",,,,,,,,,,,,,,,,,,,
,,,"{'notes': '', 'contribution': '', 'fillChoice': '', 'strongMedium': 'Neither', 'cargoSuccessTeleop': 'N/A', 'teamDBRef': 'team-4645', 'speed': 'idk', 'hiRocketSuccessTeleop': '', 'size': 'Large', 'match': 'match-4', 'fillChoiceTeleop': '', 'strongMediumTeleop': '', 'endingHab': 'Hab 1', 'functional': 'No', 'lowRocketSuccessTeleop': 'N/A', 'startingHatch': 'Hab I'}",,,,,,,,,,,,,,,,,,
,Neither,,,IDK,slow,Defense,team-4645,None,None,N/A,,N/A,No,None,Neither,None,IDK,N/A,match-45,L1,Hab I
