strongMediumTeleop,jouGPhPF0qME5wNIbd86MzYFsGw2,size,speed,strategy,teamDBRef,sandstormCross,sandstormCrossBonus,lowRocketSuccessTeleop,cargoSuccessTeleop,fillChoice,functional,9fv7QhcLPsfU59sRrPq7LcJlD8J3,strongMedium,fillChoiceTeleop,contrubution,TGTz9IhKPoQnv6CjEyHEJeqwhss1,5nO8yj26oEUhd3mS3noHWQNvqSE3,hiRocketSuccessTeleop,match,endingHab,startingHatch
,,,,,,,,,,,,,,,,"{'contribution': 'Weak', 'notes': '', 'fillChoice': 'Cargo', 'strategy': '', 'strongMedium': 'Ball', 'cargoSuccessTeleop': 'Mid', 'teamDBRef': 'team-2338', 'speed': 'Slow', 'hiRocketSuccessTeleop': '', 'match': 'match-15', 'size': '', 'fillChoiceTeleop': 'Cargo', 'strongMediumTeleop': 'Ball', 'endingHab': 'Hab 3', 'functional': 'Yes', 'lowRocketSuccessTeleop': '', 'startingHatch': 'Hab I'}",,,,,
,,,,,,,,,,,,"{'contribution': 'Great', 'notes': '', 'cargoSuccess': '', 'fillChoice': '', 'cargoSuccessTeleop': '', 'strongMedium': 'Hatch', 'teamDBRef': 'team-2338', 'speed': '', 'hiRocketSuccessTeleop': '', 'lowRocketSuccess': '', 'size': 'Large', 'match': 'match-2', 'fillChoiceTeleop': '', 'strongMediumTeleop': '', 'startingHatch': '', 'lowRocketSuccessTeleop': '', 'hiRocketSuccess': 'High'}",,,,,,,,,
,"{'contribution': '', 'notes': 'starts with hatchū', 'fillChoice': 'Cargo', 'strategy': 'best robot I have seen this tournament, amazing all-rounder even played some defense, almost too good to be true', 'cargoSuccessTeleop': 'High', 'strongMedium': 'Hatch', 'teamDBRef': 'team-2338', 'speed': '', 'hiRocketSuccessTeleop': 'High', 'size': 'Idk', 'match': 'match-30', 'fillChoiceTeleop': 'High Rocket', 'strongMediumTeleop': 'Both', 'endingHab': 'Hab 3', 'functional': 'Yes', 'startingHatch': 'Hab I', 'lowRocketSuccessTeleop': 'High'}",,,,,,,,,,,,,,,,"{'notes': '', 'contribution': 'Great', 'fillChoice': 'High Rocket', 'strategy': '', 'strongMedium': 'Both', 'cargoSuccessTeleop': 'High', 'teamDBRef': 'team-2338', 'speed': 'Fast', 'hiRocketSuccessTeleop': 'High', 'size': 'Large', 'match': 'match-30', 'fillChoiceTeleop': 'High Rocket', 'strongMediumTeleop': 'Both', 'endingHab': 'Hab 3', 'functional': 'Yes', 'lowRocketSuccessTeleop': 'High', 'startingHatch': ''}",,,,
Ball,,Medium,Medium,Rocket,team-2338,L1,L1,High,N/A,Low Rocket,Yes,,Hatch,High Rocket,Strong,,,High,match-51,L3,Hab I
