sandstormCrossBonus,strongMediumTeleop,fillChoiceTeleop,cargoSuccessTeleop,contrubution,functional,lowRocketSuccessTeleop,startingHatch,size,hiRocketSuccessTeleop,speed,strategy,match,fillChoice,endingHab,teamDBRef,strongMedium,sandstormCross
L1,Neither,Cargo,Low,Weak,No,N/A,Hab I,Small,N/A,slow,,match-31,None,L1,team-1702,Neither,L1
